transaction_id,order_date,customer_id,product_id,product_name,category,subcategory,brand,original_price_inr,discount_percent,discounted_price_inr,quantity,subtotal_inr,delivery_charges,final_amount_inr,customer_city,customer_state,customer_tier,customer_spending_tier,customer_age_group,payment_method,delivery_days,delivery_type,is_prime_member,is_festival_sale,festival_name,customer_rating,return_status,order_month,order_year,order_quarter,product_weight_kg,is_prime_eligible,product_rating
TXN_2016_00000015,2016-01-08,CUST_2016_00010955,PROD_000189,Xiaomi Redmi 3s 16GB Gold,Electronics,Smartphones,Xiaomi,39074.35,0.0,39074.35,1,39074.35,0.0,39074.35,Pune,Maharashtra,Tier1,Standard,46-55,COD,3,Standard,False,False,,4.0,Delivered,1,2016,1,0.18,True,3.7
TXN_2016_00000016,2016-01-09,CUST_2016_00006643,PROD_001529,HP MacBook 4GB RAM Silver,Electronics,Laptops,HP,40462.28,19.35,32633.08,1,32633.08,0.0,32633.08,Mumbai,Maharashtra,Metro,Standard,26-35,COD,3,Standard,False,False,,4.5,Delivered,1,2016,1,2.17,True,3.1
TXN_2016_00000017,2016-01-25,CUST_2016_00007340,PROD_000166,OnePlus OnePlus 3T 32GB White,Electronics,Smartphones,OnePlus,98077.11,49.46,49566.52,1,49566.52,0.0,49566.52,Chennai,Tamil Nadu,Metro,Standard,26-35,COD,3,Standard,False,True,Republic Day Sale,4.0,Delivered,1,2016,1,0.23,True,4.6
TXN_2016_00000018,2016-01-27,CUST_2015_00006514,PROD_000071,Xiaomi Redmi 2 32GB Black,Electronics,Smartphones,Xiaomi,43575.44,0.0,43575.44,1,43575.44,,43575.44,Indore,Madhya Pradesh,Tier1,Standard,36-45,COD,6,Standard,False,False,,5.0,Delivered,1,2016,1,0.2,True,3.7
TXN_2016_00000019,2016-01-04,CUST_2015_00000505,PROD_000119,Apple iPhone 7 Plus 64GB White,Electronics,Smartphones,Apple,"₹121,441.03",0.0,121441.03,1,121441.03,0.0,121441.03,Chennai,Tamil Nadu,Metro,Premium,36-45,Debit Card,4,Standard,False,False,,4.5,Delivered,1,2016,1,0.24,True,4.0
TXN_2016_00000020,2016-01-18,CUST_2016_00018408,PROD_000178,Xiaomi Mi 5 64GB Black,Electronics,Smartphones,Xiaomi,36633.45,0.0,36633.45,1,36633.45,0.0,36633.45,Pune,Maharashtra,Tier1,Standard,,COD,3,Standard,False,False,,,Delivered,1,2016,1,0.24,True,3.7
TXN_2016_00000021,2016-01-06,CUST_2016_00014923,PROD_000155,OnePlus OnePlus 3 16GB Black,Electronics,Smartphones,OnePlus,44976.94,0.0,44976.94,1,44976.94,0.0,44976.94,Saharanpur,Uttar Pradesh,Rural,Standard,26-35,COD,4,Standard,False,FALSE,,5.0,Delivered,1,2016,1,0.23,True,3.3
TXN_2016_00000022,2016-01-10,CUST_2016_00011342,PROD_000160,OnePlus OnePlus 3 64GB White,Electronics,Smartphones,OnePlus,52370.59,0.0,52370.59,1,52370.59,0.0,52370.59,Mumbai,Maharashtra,Metro,Standard,26-35,Net Banking,6,Standard,False,False,,4.5,Delivered,1,2016,1,0.25,True,4.3
TXN_2016_00000023,29/01/2016,CUST_2016_00004637,PROD_000065,Xiaomi Mi 4i 32GB Black,Electronics,Smartphones,Xiaomi,24737.54,0.0,24737.54,1,24737.54,0.0,24737.54,Lucknow,Uttar Pradesh,Tier1,Standard,26-35,COD,5,Standard,0,False,,3.5,Delivered,1,2016,1,0.16,True,4.5
TXN_2016_00000024,2016-01-15,CUST_2016_00012666,PROD_001567,Lenovo Ultrabook 8GB RAM Silver,Electronics,Laptops,Lenovo,42755.83,24.43,32309.56,1,32309.56,0.0,32309.56,Delhi,Delhi,Metro,Standard,,COD,3,Standard,False,False,,4.5,Delivered,1,2016,1,1.29,False,4.2
TXN_2016_00000025,23/01/2016,CUST_2016_00005743,PROD_000015,Apple iPhone 6 Plus 16GB Blue,Electronics,Smartphones,Apple,188264.78,64.94,66012.35,1,66012.35,0.0,66012.35,Mumbai,Maharashtra,Metro,Premium,26-35,Credit Card,3,Standard,False,True,Republic Day Sale,4.5,Delivered,1,2016,1,0.2,False,4.1
TXN_2016_00000026,2016-01-30,CUST_2015_00004333,PROD_000030,Samsung Galaxy S6 Edge 32GB Black,Electronics,Smartphones,Samsung,156819.17,0.0,156819.17,1,156819.17,0.0,156819.17,Chandigarh,Punjab,Tier2,Premium,26-35,COD,3,Standard,False,False,,3.5,Delivered,1,2016,1,0.15,True,4.0
TXN_2016_00000027,2016-01-09,CUST_2016_00005807,PROD_001677,Apple Galaxy Tab 4GB RAM Silver,Electronics,Tablets,Apple,55375.52,8.83,50487.25,1,50487.25,0.0,50487.25,Kolkata,West Bengal,Metro,Standard,26-35,Credit Card,7,Standard,False,False,,,Delivered,1,2016,1,0.34,True,3.8
TXN_2016_00000028,2016-01-31,CUST_2016_00018769,PROD_000166,OnePlus OnePlus 3T 32GB White,Electronics,Smartphones,OnePlus,98077.11,0.0,98077.11,1,98077.11,0.0,98077.11,Bangalore,Karnataka,Metro,Standard,,COD,6,Standard,False,False,,4.0,Returned,1,2016,1,0.23,True,4.6
TXN_2016_00000029,2016-01-02,CUST_2015_00009851,PROD_000014,Apple iPhone 6 Plus 64GB White,Electronics,Smartphones,Apple,170479.61,23.98,129600.23,1,129600.23,0.0,129600.23,Delhi,Delhi,Metro,Premium,46-55,Credit Card,6,Standard,False,False,,,Delivered,1,2016,1,0.2,True,4.6
TXN_2016_00000030,2016-01-05,CUST_2016_00008693,PROD_001759,JBL Neckband,Electronics,Audio,JBL,"Rs 21,561",0.0,21560.77,1,21560.77,0.0,21560.77,Patna,Bihar,Tier2,Standard,46-55,Debit Card,3,Standard,False,False,,4.5,Delivered,1,2016,1,0.23,True,3.7
TXN_2016_00000031,2016-01-23,CUST_2016_00013671,PROD_000175,Xiaomi Redmi Note 3 32GB White,Electronics,Smartphones,Xiaomi,35595.38,37.92,22096.08,1,22096.08,0.0,22096.08,Delhi,Delhi,Metro,Standard,55+,COD,4,Standard,FALSE,True,Republic Day Sale,4.5,Delivered,1,2016,1,0.22,False,3.5
TXN_2016_00000032,2016-01-08,CUST_2016_00011717,PROD_000128,Samsung Galaxy S7 64GB Black,Electronics,Smartphones,Samsung,96770.8,0.0,96770.8,1,96770.8,0.0,96770.8,Delhi,Delhi,Metro,Standard,26-35,COD,4,Standard,False,False,,5.0,Delivered,1,2016,1,0.23,True,4.7
TXN_2016_00000033,2016-01-13,CUST_2015_00011682,PROD_000107,Apple iPhone 7 32GB Black,Electronics,Smartphones,Apple,195853.44,5.45,185171.93,1,185171.93,0.0,185171.93,Chennai,Tamil Nadu,Metro,Premium,36-45,Net Banking,7,Standard,False,False,,5.0,Delivered,1,2016,1,0.22,True,4.2
TXN_2016_00000034,2016-01-16,CUST_2016_00006418,PROD_001680,Apple Tab M10 4GB RAM Silver,Electronics,Tablets,Apple,23110.53,27.47,16762.69,1,16762.69,0.0,16762.69,Chennai,Tamil Nadu,Metro,Standard,18-25,COD,3,Standard,False,False,,,Delivered,1,2016,1,0.66,True,4.2
TXN_2016_00000035,2016-01-08,CUST_2015_00008989,PROD_000031,Samsung Galaxy S6 Edge 64GB Black,Electronics,Smartphones,Samsung,87467.46,0.0,87467.46,1,87467.46,0.0,87467.46,Bangalore,Karnataka,Metro,Standard,18-25,Debit Card,5,Standard,False,False,,,Delivered,1,2016,1,0.16,False,3.7
TXN_2016_00000036,2016-01-22,CUST_2016_00017470,PROD_001923,Fitbit Watch Premium,Electronics,Smart Watch,Fitbit,43206.57,44.38,24033.3,1,24033.3,0.0,24033.3,Delhi,Delhi,Metro,Standard,26-35,COD,4,Standard,False,True,Republic Day Sale,,Delivered,1,2016,1,0.06,True,4.8
TXN_2016_00000037,2016-01-23,CUST_2016_00006923,PROD_001751,Realme Slate 4GB RAM Black,Electronics,Tablets,Realme,18238.6,37.35,11427.33,1,11427.33,0.0,11427.33,Delhi,Delhi,Metro,Standard,26-35,COD,5,Standard,False,True,Republic Day Sale,5.0,Delivered,1,2016,1,0.59,True,3.9
TXN_2016_00000038,18-01-2016,CUST_2016_00016233,PROD_000133,Samsung Galaxy S7 Edge 32GB Black,Electronics,Smartphones,Samsung,130903.46,0.0,130903.46,1,130903.46,0.0,130903.46,Chennai,Tamil Nadu,Metro,Standard,18-25,COD,5,Standard,False,False,,,Delivered,1,2016,1,0.24,True,4.6
TXN_2016_00000039,2016-01-22,CUST_2016_00016062,PROD_001600,Acer MacBook 4GB RAM Black,Electronics,Laptops,Acer,59385.34,62.08,22521.39,1,22521.39,0.0,22521.39,Bangalore,Karnataka,Metro,Standard,36-45,Net Banking,4,Standard,False,True,Republic Day Sale,4.5,Delivered,1,2016,1,2.06,False,4.7
TXN_2016_00000040,2016-01-01,CUST_2016_00019665,PROD_000061,OnePlus OnePlus X 32GB White,Electronics,Smartphones,OnePlus,81775.25,0.0,81775.25,1,81775.25,0.0,81775.25,Kolkata,West Bengal,Metro,Premium,36-45,COD,4,Standard,False,False,,,Delivered,1,2016,1,0.19,Yes,3.6
TXN_2016_00000041,2016-01-22,CUST_2016_00015054,PROD_001849,Audio-Technica Bluetooth Speaker Deluxe,Electronics,Audio,Audio-Technica,23481.84,25.42,17512.21,1,17512.21,0.0,17512.21,Madras,Tamil Nadu,Metro,Budget,26-35,COD,4,Standard,False,True,Republic Day Sale,5.0,Delivered,1,2016,1,0.78,True,3.0
TXN_2016_00000042,2016-01-02,CUST_2016_00010880,PROD_000210,Motorola Moto Z 64GB White,Electronics,Smartphones,Motorola,14948.89,0.0,14948.89,1,14948.89,,14948.89,Bhubaneswar,Odisha,Tier2,Budget,26-35,Credit Card,3,Standard,False,False,,,Delivered,1,2016,1,0.24,True,4.4
TXN_2016_00000043,2016-01-22,CUST_2016_00018440,PROD_000083,Xiaomi Redmi Note 4G 16GB Blue,Electronics,Smartphones,Xiaomi,32728.4,35.07,21250.77,1,21250.77,0.0,21250.77,Pune,Maharashtra,Tier1,Budget,18-25,COD,6,Standard,False,Yes,Republic Day Sale,3.5,Delivered,1,2016,1,0.15,False,4.1
TXN_2016_00000044,2016-01-26,CUST_2016_00012363,PROD_001922,Fitbit Watch,Electronics,Smart Watch,Fitbit,48823.32,17.53,40263.08,1,40263.08,0.0,40263.08,Bangalore,Karnataka,Metro,Standard,18-25,COD,4,Standard,False,True,Republic Day Sale,,Delivered,1,2016,1,0.03,True,3.0
TXN_2016_00000045,2016-01-28,CUST_2015_00006330,PROD_000158,OnePlus OnePlus 3 16GB White,Electronics,Smartphones,OnePlus,100950.16,0.0,100950.16,1,100950.16,0.0,100950.16,Mumbai,Maharashtra,Metro,Standard,26-35,COD,0,Standard,False,False,,4/5,Delivered,1,2016,1,0.2,True,4.3
TXN_2016_00000046,2016-01-22,CUST_2016_00002406,PROD_000077,Xiaomi Redmi 2 32GB Blue,Electronics,Smartphones,Xiaomi,19888.63,52.12,9522.34,3,28567.01,0.0,28567.01,Pune,Maharashtra,Tier1,Budget,26-35,Debit Card,3,Standard,False,True,Republic Day Sale,,Delivered,1,2016,1,0.19,True,4.3
TXN_2016_00000047,2016-01-05,CUST_2016_00007972,PROD_000075,Xiaomi Redmi 2 64GB White,Electronics,Smartphones,Xiaomi,"Rs 35,076",22.91,27040.99,2,54081.98,0.0,54081.98,Chennai,Tamil Nadu,Metro,Standard,36-45,COD,4,Standard,False,False,,5.0,Delivered,1,2016,1,0.22,False,3.6
TXN_2016_00000048,2016-01-05,CUST_2015_00004725,PROD_000045,Samsung Galaxy J7 16GB Black,Electronics,Smartphones,Samsung,41637.08,0.0,41637.08,2,83274.16,0.0,83274.16,Surat,Gujarat,Tier1,Budget,46-55,COD,4,Standard,False,False,,4.5,Delivered,1,2016,1,0.17,True,3.6
TXN_2016_00000049,2016-01-21,CUST_2015_00009366,PROD_001796,Realme Earbuds Premium,Electronics,Audio,Realme,17633.21,22.75,13621.94,1,13621.94,0.0,13621.94,Kolkata,West Bengal,Metro,Budget,36-45,Net Banking,4,Standard,False,True,Republic Day Sale,4.0,Delivered,1,2016,1,0.73,True,4.1
TXN_2016_00000050,2016-01-08,CUST_2016_00004149,PROD_000153,Samsung Galaxy J7 Prime 32GB Blue,Electronics,Smartphones,Samsung,34353.52,6.08,32264.0,1,32264.0,0.0,32264.0,Mumbai,Maharashtra,Metro,Standard,,COD,5,Standard,False,False,,3.5,Delivered,1,2016,1,0.21,False,3.7
TXN_2016_00000051,2016-01-13,CUST_2015_00003362,PROD_000159,OnePlus OnePlus 3 32GB White,Electronics,Smartphones,OnePlus,84760.34,15.15,71920.39,1,71920.39,0.0,71920.39,Kolkata,West Bengal,Metro,Standard,26-35,COD,6,Standard,False,False,,4.5,Delivered,1,2016,1,0.2,True,3.9
TXN_2016_00000052,2016-01-09,CUST_2016_00005181,PROD_001685,Apple Pad 4GB RAM Silver,Electronics,Tablets,Apple,25041.78,26.14,18496.45,1,18496.45,0.0,18496.45,Jaipur,Rajasthan,Tier1,Budget,18-25,Debit Card,4,Standard,False,False,,4.0,Delivered,1,2016,1,0.56,True,3.3
TXN_2016_00000053,2016-01-21,CUST_2016_00016054,PROD_001884,Apple Fitness Band Premium,Electronics,Smart Watch,Apple,40989.63,43.05,23343.58,2,46687.16,0.0,46687.16,Chennai,Tamil Nadu,Metro,Budget,36-45,Credit Card,5,Standard,False,True,Republic Day Sale,4.0,Delivered,1,2016,1,0.04,True,4.3
TXN_2016_00000054,2016-01-29,CUST_2016_00000453,PROD_001772,Sony Bluetooth Speaker,Electronics,Audio,Sony,23948.62,13.52,20711.8,1,20711.8,0.0,20711.8,Mumbai,Maharashtra,Metro,Standard,18-25,COD,5,Standard,False,False,,,Delivered,1,2016,1,0.72,Yes,4.0
TXN_2016_00000055,2016-01-23,CUST_2016_00000408,PROD_000035,Samsung Galaxy S6 Edge 32GB Blue,Electronics,Smartphones,Samsung,"Rs 117,936",22.01,91977.35,3,275932.04,0.0,275932.04,Bangalore,Karnataka,Metro,Standard,26-35,Debit Card,7,Standard,False,True,Republic Day Sale,4.5,Returned,1,2016,1,0.16,False,3.6
TXN_2016_00000056,2016-01-07,CUST_2016_00016037,PROD_000202,Motorola Moto G4 Plus 16GB Blue,Electronics,Smartphones,Motorola,"₹20,509.76",0.0,20509.76,1,20509.76,0.0,20509.76,Delhi,Delhi,Metro,Budget,,Credit Card,3,Standard,False,False,,3.5,Delivered,1,2016,1,0.18,True,4.5
TXN_2016_00000057,2016-01-03,CUST_2016_00004022,PROD_001680,Apple Tab M10 4GB RAM Silver,Electronics,Tablets,Apple,23110.53,0.0,23110.53,1,23110.53,0.0,23110.53,Lucknow,Uttar Pradesh,Tier1,Standard,18-25,COD,5,Standard,False,False,,,Delivered,1,2016,1,0.66,True,4.2
TXN_2016_00000058,2016-01-10,CUST_2016_00009956,PROD_001567,Lenovo Ultrabook 8GB RAM Silver,Electronics,Laptops,Lenovo,42755.83,28.21,30695.56,2,61391.12,0.0,61391.12,Jaipur,Rajasthan,Tier1,Standard,18-25,Credit Card,3,Standard,No,False,,5.0,Delivered,1,2016,1,1.29,False,4.2
TXN_2016_00000059,01/18/2016,CUST_2016_00005496,PROD_000039,Samsung Galaxy Note 5 64GB Black,Electronics,Smartphones,Samsung,98182.86,0.0,98182.86,1,98182.86,0.0,98182.86,Mumbai,Maharashtra,Metro,Premium,,COD,4,Standard,False,False,,5.0,Delivered,1,2016,1,0.17,1,3.3
TXN_2016_00000060,2016-01-21,CUST_2016_00000474,PROD_000123,Apple iPhone SE 32GB Black,Electronics,Smartphones,Apple,109719.96,28.34,78620.84,1,78620.84,0.0,78620.84,Bangalore,Karnataka,Metro,Standard,26-35,COD,3,Standard,False,TRUE,Republic Day Sale,3/5,Delivered,1,2016,1,0.23,False,4.7
TXN_2016_00000061,2016-01-26,CUST_2016_00004291,PROD_000212,Motorola Moto Z 32GB Blue,Electronics,Smartphones,Motorola,18346.26,36.53,11645.15,1,11645.15,0.0,11645.15,Mumbai,Maharashtra,Metro,Standard,26-35,UPI,3,Standard,False,True,Republic Day Sale,,Delivered,1,2016,1,0.19,True,4.0
TXN_2016_00000062,2016-01-24,CUST_2016_00008837,PROD_000077,Xiaomi Redmi 2 32GB Blue,Electronics,Smartphones,Xiaomi,19888.63,66.44,6675.43,1,6675.43,0.0,6675.43,Nagpur,Maharashtra,Tier1,Standard,36-45,Credit Card,6,Standard,False,True,Republic Day Sale,5.0,Delivered,1,2016,1,0.19,True,4.3
TXN_2016_00000063,2016-01-12,CUST_2015_00000570,PROD_000031,Samsung Galaxy S6 Edge 64GB Black,Electronics,Smartphones,Samsung,87467.46,0.0,87467.46,1,87467.46,,87467.46,Chennai,Tamil Nadu,Metro,Standard,18-25,COD,5,Standard,False,False,,,Delivered,1,2016,1,0.16,False,3.7
TXN_2016_00000064,2016-01-05,CUST_2016_00001748,PROD_000186,Xiaomi Redmi 3s 16GB Blue,Electronics,Smartphones,Xiaomi,33019.49,20.44,26269.49,1,26269.49,0.0,26269.49,Mumbai,Maharashtra,Metro,Standard,26-35,COD,6,Standard,False,False,,5.0 stars,Delivered,1,2016,1,0.23,TRUE,3.8
TXN_2016_00000065,2016-01-30,CUST_2015_00002642,PROD_001943,Garmin Sports Watch Premium,Electronics,Smart Watch,Garmin,45977.52,0.0,45977.52,1,45977.52,0.0,45977.52,Allahabad,Uttar Pradesh,Rural,Budget,18-25,Credit Card,4,Standard,False,False,,4.5,Delivered,1,2016,1,0.07,True,4.2
TXN_2016_00000066,2016-01-06,CUST_2015_00004982,PROD_000187,Xiaomi Redmi 3s 32GB Blue,Electronics,Smartphones,Xiaomi,14344.97,0.0,14344.97,1,14344.97,0.0,14344.97,Delhi,Delhi,Metro,Budget,26-35,COD,5,Standard,False,False,,4.5,Delivered,1,2016,1,0.16,False,4.5
TXN_2016_00000067,2016-01-05,CUST_2016_00001277,PROD_001562,Lenovo MacBook 4GB RAM Black,Electronics,Laptops,Lenovo,179327.31,0.0,179327.31,3,537981.93,0.0,537981.93,Kanpur,Uttar Pradesh,Tier1,Premium,36-45,COD,6,Standard,False,False,,4.0,Delivered,1,2016,1,2.7,False,4.4
TXN_2016_00000068,2016-01-07,CUST_2016_00008947,PROD_000063,OnePlus OnePlus X 32GB Blue,Electronics,Smartphones,OnePlus,74310.08,0.0,74310.08,1,74310.08,0.0,74310.08,Kolkata,West Bengal,Metro,Standard,55+,COD,7,Standard,False,False,,4.5,Delivered,1,2016,1,0.18,True,3.8
TXN_2016_00000069,2016-01-07,CUST_2015_00005966,PROD_001927,Fitbit Tracker,Electronics,Smart Watch,Fitbit,"₹20,213.77",0.0,20213.77,1,20213.77,0.0,20213.77,Indore,Madhya Pradesh,Tier1,Budget,36-45,Credit Card,4,Standard,False,False,,4.0,Delivered,1,2016,1,0.05,True,4.0
TXN_2016_00000070,2016-01-04,CUST_2015_00002153,PROD_001717,Lenovo Slate 8GB RAM Black,Electronics,Tablets,Lenovo,55739.57,25.03,41789.0,2,83578.0,0.0,83578.0,Visakhapatnam,Andhra Pradesh,Tier2,Budget,46-55,COD,3,Standard,False,False,,4.5,Returned,1,2016,1,0.48,True,4.7
TXN_2016_00000071,2016-01-19,CUST_2015_00008842,PROD_000170,OnePlus OnePlus 3T 64GB Blue,Electronics,Smartphones,OnePlus,90824.49,7.86,83688.16,1,83688.16,0.0,83688.16,Chennai,Tamil Nadu,Metro,Standard,46-55,COD,4,Standard,False,False,,,Delivered,1,2016,1,0.22,True,4.0
TXN_2016_00000072,01/26/2016,CUST_2015_00000654,PROD_000071,Xiaomi Redmi 2 32GB Black,Electronics,Smartphones,Xiaomi,43575.44,49.77,21888.19,1,21888.19,0.0,21888.19,Patna,Bihar,Tier2,Standard,18-25,COD,5,Standard,False,True,Republic Day Sale,5.0,Delivered,1,2016,1,0.2,TRUE,3.7
TXN_2016_00000073,2016-01-10,CUST_2016_00010334,PROD_001884,Apple Fitness Band Premium,Electronics,Smart Watch,Apple,"Rs 40,990",23.2,31482.03,1,31482.03,0.0,31482.03,Delhi,Delhi,Metro,Budget,18-25,Debit Card,6,Standard,False,False,,4.5 stars,Delivered,1,2016,1,0.04,True,4.3
TXN_2016_00000074,2016-01-25,CUST_2016_00000753,PROD_000062,OnePlus OnePlus X 16GB Blue,Electronics,Smartphones,OnePlus,59782.12,15.94,50252.91,1,50252.91,0.0,50252.91,Mumbai,Maharashtra,Metro,Standard,26-35,COD,5,Standard,False,True,Republic Day Sale,5.0 stars,Delivered,1,2016,1,0.23,True,3.4
TXN_2016_00000075,2016-01-15,CUST_2016_00016863,PROD_000049,Samsung Galaxy J7 32GB White,Electronics,Smartphones,Samsung,23215.33,0.0,23215.33,1,23215.33,0.0,23215.33,Surat,Gujarat,Tier1,Budget,46-55,Credit Card,7,Standard,False,False,,4.0,Delivered,1,2016,1,0.18,True,3.9
TXN_2016_00000076,2016-01-24,CUST_2016_00017038,PROD_000051,Samsung Galaxy J7 32GB Blue,Electronics,Smartphones,Samsung,19981.58,36.5,12687.33,1,12687.33,0.0,12687.33,Surat,Gujarat,Tier1,Standard,,COD,5,Standard,False,1,Republic Day Sale,5.0,Delivered,1,2016,1,0.19,True,4.3
TXN_2016_00000077,2016-01-23,CUST_2015_00011164,PROD_001796,Realme Earbuds Premium,Electronics,Audio,Realme,17633.21,60.73,6925.38,1,6925.38,0.0,6925.38,Hyderabad,Telangana,Metro,Budget,26-35,Debit Card,6,Standard,False,True,Republic Day Sale,3.5,Delivered,1,2016,1,0.73,True,4.1
TXN_2016_00000078,2016-01-26,CUST_2015_00010634,PROD_000086,Motorola Moto G (3rd Gen) 32GB Black,Electronics,Smartphones,Motorola,11482.62,30.85,7940.28,1,7940.28,0.0,7940.28,Hyderabad,Telangana,Metro,Budget,18-25,Debit Card,3,Standard,0,True,Republic Day Sale,5.0,Delivered,1,2016,1,0.19,True,3.3
TXN_2016_00000079,2016-01-28,CUST_2016_00012440,PROD_000110,Apple iPhone 7 32GB White,Electronics,Smartphones,Apple,145567.18,0.0,145567.18,1,145567.18,0.0,145567.18,Chennai,Tamil Nadu,Metro,Premium,,COD,3,Standard,True,False,,5.0,Delivered,1,2016,1,0.15,False,4.6
TXN_2016_00000080,2016-01-23,CUST_2016_00010569,PROD_001846,Audio-Technica Headphones Premium,Electronics,Audio,Audio-Technica,18028.91,17.02,14960.09,1,14960.09,0.0,14960.09,Mumbai,Maharashtra,Metro,Standard,26-35,COD,6,Standard,False,True,Republic Day Sale,4.5,Delivered,1,2016,1,0.64,True,4.1
