transaction_id,order_date,customer_id,product_id,product_name,category,subcategory,brand,original_price_inr,discount_percent,discounted_price_inr,quantity,subtotal_inr,delivery_charges,final_amount_inr,customer_city,customer_state,customer_tier,customer_spending_tier,customer_age_group,payment_method,delivery_days,delivery_type,is_prime_member,is_festival_sale,festival_name,customer_rating,return_status,order_month,order_year,order_quarter,product_weight_kg,is_prime_eligible,product_rating
TXN_2015_00000011,2015-01-25,CUST_2015_00005519,PROD_000037,Samsung Galaxy Note 5 16GB Black,ELECTRONICS,Smartphones,Samsung,88664.85,57.92,37309.89,1,37309.89,0.0,37309.89,Ahmedabad,Gujarat,Tier1,Standard,,COD,4,Standard,No,True,Republic Day Sale,5.0,Delivered,1,2015,1,0.22,True,3.8
TXN_2015_00000012,2015-01-15,CUST_2015_00005472,PROD_001693,Samsung Galaxy Tab 8GB RAM Black,Electronics,Tablets,Samsung,73967.02,12.13,64994.39,1,64994.39,0.0,64994.39,Bangalore,Karnataka,Metro,Standard,18-25,COD,3,Standard,False,False,,4.5,Delivered,1,2015,1,0.45,True,3.7
TXN_2015_00000013,2015-01-26,CUST_2015_00010786,PROD_000052,OnePlus OnePlus 2 16GB Black,Electronics,Smartphones,OnePlus,72564.1,51.52,35177.55,1,35177.55,0.0,35177.55,Delhi,Delhi,Metro,Standard,26-35,COD,4,Standard,False,True,Republic Day Sale,,Delivered,1,2015,1,0.21,True,3.6
TXN_2015_00000014,2015-01-11,CUST_2015_00004676,PROD_000006,Apple iPhone 6 16GB Blue,Electronics,Smartphones,Apple,209875.55,0.0,209875.55,1,209875.55,0.0,209875.55,Mumbai,Maharashtra,Metro,Premium,26-35,Credit Card,4,Standard,False,False,,4/5,Delivered,1,2015,1,0.17,True,3.3
TXN_2015_00000015,2015-01-08,CUST_2015_00008208,PROD_001935,Garmin Watch Deluxe,Electronics,Smart Watch,Garmin,45363.47,27.84,32734.52,1,32734.52,0.0,32734.52,Bangalore,Karnataka,Metro,Standard,26-35,COD,4,Standard,False,False,,4.5,Delivered,1,2015,1,0.08,False,4.8
TXN_2015_00000016,2015-01-07,CUST_2015_00010560,PROD_001849,Audio-Technica Bluetooth Speaker Deluxe,Electronics,Audio,Audio-Technica,23075.71,0.0,23075.71,1,23075.71,0.0,23075.71,Pune,Maharashtra,Tier1,Budget,36-45,Credit Card,4,Standard,No,False,,,Cancelled,1,2015,1,0.78,True,3.0
TXN_2015_00000017,2015-01-25,CUST_2015_00007705,PROD_001849,Audio-Technica Bluetooth Speaker Deluxe,Electronics,Audio,Audio-Technica,23075.71,50.99,11310.37,1,11310.37,0.0,11310.37,Kochi,Kerala,Tier2,Standard,36-45,COD,5,Standard,False,True,Republic Day Sale,5.0 stars,Delivered,1,2015,1,0.78,True,3.0
TXN_2015_00000018,2015-01-08,CUST_2015_00004883,PROD_000009,Apple iPhone 6 Plus 16GB Black,Electronics,Smartphones,Apple,114096.63,16.22,95590.03,3,286770.09,0.0,286770.09,Chennai,Tamil Nadu,Metro,Premium,36-45,COD,7,Standard,False,False,,,Delivered,1,2015,1,0.17,True,3.6
TXN_2015_00000019,2015-01-06,CUST_2015_00011225,PROD_001640,MSI Aspire 4GB RAM Black,Electronics,Laptops,MSI,69584.33,0.0,69584.33,3,208752.99,0.0,208752.99,Chennai,Tamil Nadu,Metro,Standard,,COD,3,Standard,False,False,,4.5,Cancelled,1,2015,1,2.66,True,3.2
TXN_2015_00000020,2015-01-11,CUST_2015_00008851,PROD_001983,Samsung OLED TV,Electronics,TV & Entertainment,Samsung,38884.19,7.56,35943.02,2,71886.04,0.0,71886.04,Mumbai,Maharashtra,Metro,Budget,18-25,COD,5,Standard,False,False,,,Delivered,1,2015,1,25.87,False,3.9
TXN_2015_00000021,2015-01-06,CUST_2015_00004809,PROD_001733,OnePlus Galaxy Tab 4GB RAM Silver,Electronics,Tablets,OnePlus,46234.09,0.0,46234.09,1,46234.09,0.0,46234.09,Nagpur,Maharashtra,Tier1,Budget,26-35,COD,5,Standard,False,False,,,Delivered,1,2015,1,0.53,False,4.3
TXN_2015_00000022,2015-01-04,CUST_2015_00002956,PROD_001736,OnePlus Mi Pad 4GB RAM Silver,Electronics,Tablets,OnePlus,15065.01,21.45,11833.24,1,11833.24,0.0,11833.24,Visakhapatnam,Andhra Pradesh,Tier2,Budget,18-25,Credit Card,5,Standard,False,False,,,Delivered,1,2015,1,0.65,True,3.5
TXN_2015_00000023,2015-01-13,CUST_2015_00007041,PROD_000055,OnePlus OnePlus 2 16GB White,Electronics,Smartphones,OnePlus,54731.86,0.0,54731.86,2,109463.72,0.0,109463.72,Jaipur,Rajasthan,Tier1,Standard,26-35,COD,5,Standard,False,False,,,Delivered,1,2015,1,0.2,True,4.1
TXN_2015_00000024,2015-01-10,CUST_2015_00010162,PROD_000042,Samsung Galaxy Note 5 16GB Blue,Electronics,Smartphones,Samsung,164166.84,7.08,152549.75,1,152549.75,,152549.75,Delhi,Delhi,Metro,Premium,,Net Banking,4,Standard,False,False,,4.5,Delivered,1,2015,1,0.16,True,3.7
TXN_2015_00000025,2015-01-03,CUST_2015_00010119,PROD_001639,MSI Aspire 4GB RAM Silver,Electronics,Laptops,MSI,64917.57,0.0,64917.57,2,129835.14,0.0,129835.14,Ludhiana,Punjab,Tier2,Standard,26-35,COD,3,Standard,False,No,,4.5,Delivered,1,2015,1,2.68,True,4.1
TXN_2015_00000026,2015-01-14,CUST_2015_00000024,PROD_000070,Xiaomi Redmi 2 16GB Black,Electronics,Smartphones,Xiaomi,29534.7,27.72,21348.94,1,21348.94,0.0,21348.94,Bangalore,Karnataka,Metro,Standard,18-25,COD,6,Standard,False,False,,,Delivered,1,2015,1,0.2,True,4.2
TXN_2015_00000027,2015-01-14,CUST_2015_00004008,PROD_002001,LG QLED TV,Electronics,TV & Entertainment,LG,86477.53,0.0,86477.53,1,86477.53,0.0,86477.53,Bhubaneswar,Odisha,Tier2,Standard,46-55,COD,3,Standard,False,False,,4.5,Delivered,1,2015,1,33.52,True,4.5
TXN_2015_00000028,2015-01-04,CUST_2015_00011105,PROD_002001,LG QLED TV,Electronics,TV & Entertainment,LG,86477.53,11.15,76837.23,1,76837.23,0.0,76837.23,Delhi,Delhi,Metro,Premium,36-45,COD,4,Standard,False,False,,,Delivered,1,2015,1,33.52,True,4.5
TXN_2015_00000029,2015-01-17,CUST_2015_00003677,PROD_000087,Motorola Moto G (3rd Gen) 16GB White,Electronics,Smartphones,Motorola,13721.42,0.0,13721.42,2,27442.84,0.0,27442.84,Ahmedabad,Gujarat,Tier1,Budget,46-55,COD,7,Standard,False,False,,,Delivered,1,2015,1,0.22,True,3.8
TXN_2015_00000030,2015-01-12,CUST_2015_00002746,PROD_000003,Apple iPhone 6 64GB Black,Electronics,Smartphones,Apple,118141.16,0.0,118141.16,3,354423.48,0.0,354423.48,Bangalore,Karnataka,Metro,Standard,26-35,COD,7,Standard,False,False,,4.0,Returned,1,2015,1,0.22,True,4.6
TXN_2015_00000031,2015-01-12,CUST_2015_00010929,PROD_000028,Samsung Galaxy S6 32GB Blue,Electronics,Smartphones,Samsung,86591.57,0.0,86591.57,2,173183.14,0.0,173183.14,Kolkata,West Bengal,Metro,Standard,36-45,COD,5,Standard,False,No,,5.0,Delivered,1,2015,1,0.19,TRUE,4.5
TXN_2015_00000032,2015-01-18,CUST_2015_00010667,PROD_000031,Samsung Galaxy S6 Edge 64GB Black,Electronics,Smartphones,Samsung,86987.64,0.0,86987.64,1,86987.64,0.0,86987.64,Bangalore,Karnataka,Metro,Standard,18-25,COD,3,Standard,False,False,,4.5,Delivered,1,2015,1,0.16,False,3.7
TXN_2015_00000033,2015-01-16,CUST_2015_00009653,PROD_001723,Xiaomi Tab M10 8GB RAM Silver,Electronics,Tablets,Xiaomi,23264.31,0.0,23264.31,1,23264.31,0.0,23264.31,mumba,Maharashtra,Metro,Standard,26-35,COD,4,Standard,FALSE,False,,4.5,Delivered,1,2015,1,0.57,True,3.2
TXN_2015_00000034,2015-01-05,CUST_2015_00008332,PROD_000060,OnePlus OnePlus X 16GB White,Electronics,Smartphones,OnePlus,94029.64,0.0,94029.64,1,94029.64,,94029.64,Delhi,Delhi,Metro,Standard,26-35,Debit Card,4,Standard,False,False,,4.0,Delivered,1,2015,1,0.24,True,3.3
TXN_2015_00000035,2015-01-15,CUST_2015_00000819,PROD_001751,Realme Slate 4GB RAM Black,Electronics,Tablets,Realme,17206.23,0.0,17206.23,1,17206.23,0.0,17206.23,Gorakhpur,Uttar Pradesh,Rural,Budget,36-45,Debit Card,5,Standard,FALSE,False,,5.0,Delivered,1,2015,1,0.59,True,3.9
TXN_2015_00000036,2015-01-06,CUST_2015_00011486,PROD_001957,Noise Sports Watch Premium,Electronics,Smart Watch,Noise,37013.54,0.0,37013.54,1,37013.54,0.0,37013.54,Bombay,Maharashtra,Metro,Budget,,Credit Card,4,Standard,False,False,,,Delivered,1,2015,1,0.03,False,4.2
TXN_2015_00000037,2015-01-15,CUST_2015_00005761,PROD_000027,Samsung Galaxy S6 16GB Blue,Electronics,Smartphones,Samsung,130430.24,12.19,114524.5,1,114524.5,0.0,114524.5,Kanpur,Uttar Pradesh,Tier1,Premium,18-25,COD,3,Standard,False,False,,,Returned,1,2015,1,0.18,True,3.4
TXN_2015_00000038,2015-01-23,CUST_2015_00001821,PROD_000011,Apple iPhone 6 Plus 64GB Black,Electronics,Smartphones,Apple,130723.61,50.77,64361.49,1,64361.49,0.0,64361.49,Lucknow,Uttar Pradesh,Tier1,Standard,18-25,Credit Card,Express,Standard,False,True,Republic Day Sale,4.0,Delivered,1,2015,1,0.23,True,3.8
TXN_2015_00000039,2015-01-06,CUST_2015_00006872,PROD_000045,Samsung Galaxy J7 16GB Black,Electronics,Smartphones,Samsung,41408.67,0.0,41408.67,1,41408.67,0.0,41408.67,Bangalore,Karnataka,Metro,Standard,26-35,Credit Card,0,Standard,False,False,,,Delivered,1,2015,1,0.17,True,3.6
TXN_2015_00000040,01/17/2015,CUST_2015_00002912,PROD_001710,Lenovo Tab M10 8GB RAM Black,Electronics,Tablets,Lenovo,"₹56,337.89",0.0,56337.89,1,56337.89,0.0,56337.89,Ludhiana,Punjab,Tier2,Standard,18-25,Credit Card,4,Standard,False,False,,,Delivered,1,2015,1,0.49,True,4.1
TXN_2015_00000041,2015-01-26,CUST_2015_00000352,PROD_001983,Samsung OLED TV,Electronics,TV & Entertainment,Samsung,"38,884.19",38.43,23942.75,1,23942.75,0.0,23942.75,Kolkata,West Bengal,Metro,Budget,26-35,Credit Card,4,Standard,False,True,Republic Day Sale,3.0,Delivered,1,2015,1,25.87,False,3.9
TXN_2015_00000042,26-01-2015,CUST_2015_00007472,PROD_000063,OnePlus OnePlus X 32GB Blue,Electronics,Smartphones,OnePlus,75380.48,60.03,30128.62,2,60257.24,0.0,60257.24,Delhi,Delhi,Metro,Standard,26-35,Credit Card,6,Standard,False,True,Republic Day Sale,4.5,Delivered,1,2015,1,0.18,True,3.8
TXN_2015_00000043,2015-01-03,CUST_2015_00004943,PROD_001685,Apple Pad 4GB RAM Silver,Electronics,Tablets,Apple,23161.1,0.0,23161.1,1,23161.1,0.0,23161.1,Chennai,Tamil Nadu,Metro,Standard,36-45,COD,4,Standard,False,False,,4.0,Delivered,1,2015,1,0.56,True,3.3
TXN_2015_00000044,2015-01-15,CUST_2015_00011588,PROD_001949,Noise Watch Premium,Electronics,Smart Watch,Noise,46680.9,14.99,39684.15,2,79368.3,0.0,79368.3,Delhi,Delhi,Metro,Standard,26-35,COD,4,Standard,False,False,,4.0,Delivered,1,2015,1,0.07,True,4.3
TXN_2015_00000045,2015-01-06,CUST_2015_00010744,PROD_001660,Alienware Aspire 4GB RAM Silver,Electronics,Laptops,Alienware,43572.75,0.0,43572.75,1,43572.75,0.0,43572.75,Bangalore,Karnataka,Metro,Standard,36-45,COD,4,Standard,False,False,,,Delivered,1,2015,1,1.99,False,3.3
TXN_2015_00000046,2015-01-01,CUST_2015_00002591,PROD_001820,OnePlus Neckband Premium,Electronics,Audio,OnePlus,19375.09,0.0,19375.09,1,19375.09,0.0,19375.09,Lucknow,Uttar Pradesh,Tier1,Budget,26-35,COD,3,Standard,False,False,,3.0,Delivered,1,2015,1,0.42,False,3.5
TXN_2015_00000047,2015-01-13,CUST_2015_00009181,PROD_000028,Samsung Galaxy S6 32GB Blue,Electronics,Smartphones,Samsung,86591.57,13.58,74832.75,1,74832.75,0.0,74832.75,Kochi,Kerala,Tier2,Standard,,COD,4,Standard,False,False,,5.0,Delivered,1,2015,1,0.19,1,4.5
TXN_2015_00000048,2015-01-17,CUST_2015_00003716,PROD_001808,Realme Gaming Headset,Electronics,Audio,Realme,3896.99,7.39,3608.95,3,10826.84,0.0,10826.84,Mumbai,Maharashtra,Metro,Budget,36-45,COD,3,Standard,0,False,,4.5,Cancelled,1,2015,1,0.15,False,3.3
TXN_2015_00000049,2015-01-24,CUST_2015_00005759,PROD_000102,Motorola Moto E (2nd Gen) 32GB Black,Electronics,Smartphones,Motorola,20006.12,49.68,10066.82,1,10066.82,,10066.82,Chandigarh,Punjab,Tier2,Budget,18-25,Net Banking,3,Standard,False,True,Republic Day Sale,4.5,Delivered,1,2015,1,0.16,False,3.3
TXN_2015_00000050,2015-01-20,CUST_2015_00006136,PROD_000084,Xiaomi Redmi Note 4G 32GB Blue,Electronics,Smartphones,Xiaomi,30990.65,52.61,14687.79,2,29375.58,0.0,29375.58,Kanpur,Uttar Pradesh,Tier1,Standard,26-35,COD,4,Standard,False,True,Republic Day Sale,4.5,Delivered,1,2015,1,0.19,True,4.2
TXN_2015_00000051,2015-01-24,CUST_2015_00009276,PROD_000057,OnePlus OnePlus 2 64GB White,Electronics,Smartphones,OnePlus,"96,543.62",36.33,61465.88,1,61465.88,0.0,61465.88,Hyderabad,Telangana,Metro,Premium,55+,COD,3,Standard,False,True,Republic Day Sale,4.5,Delivered,1,2015,1,0.22,True,4.6
TXN_2015_00000052,2015-01-05,CUST_2015_00003296,PROD_000021,Samsung Galaxy S6 16GB Black,Electronics,Smartphones,Samsung,123614.29,0.0,123614.29,1,123614.29,0.0,123614.29,Hyderabad,Telangana,Metro,Standard,46-55,COD,6,Standard,False,False,,3.5,Delivered,1,2015,1,0.19,True,4.7
TXN_2015_00000053,2015-01-12,CUST_2015_00007293,PROD_000039,Samsung Galaxy Note 5 64GB Black,Electronics,Smartphones,Samsung,"97,644.25",0.0,97644.25,2,195288.5,0.0,195288.5,Mumbai,Maharashtra,Metro,Premium,36-45,COD,5,Standard,False,False,,4.0,Delivered,1,2015,1,0.17,True,3.3
TXN_2015_00000054,2015-01-29,CUST_2015_00004069,PROD_001710,Lenovo Tab M10 8GB RAM Black,Electronics,Tablets,Lenovo,56337.89,0.0,56337.89,1,56337.89,0.0,56337.89,Allahabad,Uttar Pradesh,Rural,Budget,26-35,COD,7,Standard,False,False,,4.0,Delivered,1,2015,1,0.49,Yes,4.1
TXN_2015_00000055,2015-01-18,CUST_2015_00003633,PROD_001892,Samsung Tracker Premium,Electronics,Smart Watch,Samsung,22683.69,29.17,16067.7,1,16067.7,0.0,16067.7,Aligarh,Uttar Pradesh,Rural,Budget,26-35,Credit Card,3,Standard,False,No,,,Delivered,1,2015,1,0.06,True,3.5
TXN_2015_00000056,2015-01-08,CUST_2015_00004307,PROD_000053,OnePlus OnePlus 2 32GB Black,Electronics,Smartphones,OnePlus,102649.14,15.5,86734.38,1,86734.38,0.0,86734.38,Indore,Madhya Pradesh,Tier1,Standard,26-35,COD,4,Standard,0,False,,4.5,Delivered,1,2015,1,0.2,True,4.6
TXN_2015_00000057,2015-01-08,CUST_2015_00010693,PROD_001671,Alienware Ultrabook 4GB RAM Black,Electronics,Laptops,Alienware,107387.37,0.0,107387.37,1,107387.37,0.0,107387.37,Kochi,Kerala,Tier2,Premium,18-25,Credit Card,3,Standard,False,False,,,Delivered,1,2015,1,2.33,True,4.7
TXN_2015_00000058,2015-01-27,CUST_2015_00009304,PROD_001710,Lenovo Tab M10 8GB RAM Black,Electronics,Tablets,Lenovo,56337.89,18.91,45686.39,1,45686.39,0.0,45686.39,Ahmedabad,Gujarat,Tier1,Budget,26-35,Credit Card,6,Standard,False,False,,5.0,Delivered,1,2015,1,0.49,True,4.1
TXN_2015_00000059,2015-01-26,CUST_2015_00010496,PROD_001713,Lenovo Pad 8GB RAM Silver,Electronics,Tablets,Lenovo,67444.91,21.36,53036.07,2,106072.13,0.0,106072.13,Patna,Bihar,Tier2,Standard,36-45,COD,3,Standard,False,True,Republic Day Sale,3.5,Delivered,1,2015,1,0.32,True,3.7
TXN_2015_00000060,2015-01-10,CUST_2015_00011826,PROD_001892,Samsung Tracker Premium,Electronics,Smart Watch,Samsung,"₹22,683.69",0.0,22683.69,1,22683.69,0.0,22683.69,Bangalore,Karnataka,Metro,Standard,18-25,COD,4,Standard,False,False,,4.0,Delivered,1,2015,1,0.06,True,3.5
TXN_2015_00000061,2015-01-31,CUST_2015_00005015,PROD_000104,Motorola Moto E (2nd Gen) 32GB White,Electronics,Smartphones,Motorola,24762.02,0.0,24762.02,2,49524.04,0.0,49524.04,Bangalore,Karnataka,Metro,Standard,36-45,Credit Card,-1,Standard,False,False,,4.0,Delivered,1,2015,1,0.23,True,3.8
TXN_2015_00000062,2015-01-23,CUST_2015_00010760,PROD_000091,Motorola Moto G (3rd Gen) 64GB Blue,Electronics,Smartphones,Motorola,17790.72,16.25,14899.47,3,44698.41,0.0,44698.41,Delhi,Delhi,Metro,Standard,18-25,COD,6,Standard,False,True,Republic Day Sale,4.0,Delivered,1,2015,1,0.22,True,3.4
TXN_2015_00000063,2015-01-15,CUST_2015_00006127,PROD_001922,Fitbit Watch,Electronics,Smart Watch,Fitbit,"Rs 47,979",0.0,47978.89,1,47978.89,0.0,47978.89,Kolkata,West Bengal,Metro,Standard,36-45,Credit Card,6,Standard,False,False,,5.0/5.0,Returned,1,2015,1,0.03,True,3.0
TXN_2015_00000064,2015-01-22,CUST_2015_00000518,PROD_001733,OnePlus Galaxy Tab 4GB RAM Silver,Electronics,Tablets,OnePlus,46234.09,40.73,27402.06,1,27402.06,0.0,27402.06,Mumbai,Maharashtra,Metro,Standard,26-35,COD,3,Standard,False,True,Republic Day Sale,4/5,Delivered,1,2015,1,0.53,False,4.3
TXN_2015_00000065,2015-01-08,CUST_2015_00010767,PROD_000090,Motorola Moto G (3rd Gen) 32GB Blue,Electronics,Smartphones,Motorola,24448.87,0.0,24448.87,2,48897.74,0.0,48897.74,Mumbai,Maharashtra,Metro,Standard,26-35,COD,6,Standard,False,False,,4.0,Delivered,1,2015,1,0.2,True,3.8
TXN_2015_00000066,2015-01-27,CUST_2015_00011278,PROD_000058,OnePlus OnePlus X 16GB Black,Electronics,Smartphones,OnePlus,102741.22,0.0,102741.22,1,102741.22,0.0,102741.22,Jaipur,Rajasthan,Tier1,Standard,26-35,COD,6,Standard,False,False,,3.5,Delivered,1,2015,1,0.16,True,3.7
TXN_2015_00000067,2015-01-13,CUST_2015_00004611,PROD_001612,Apple Pavilion 8GB RAM Silver,Electronics,Laptops,Apple,51356.92,0.0,51356.92,1,51356.92,0.0,51356.92,Mumbai,Maharashtra,Metro,Premium,18-25,COD,6,Standard,False,False,,5.0,Delivered,1,2015,1,2.69,True,3.7
TXN_2015_00000068,2015-01-21,CUST_2015_00007458,PROD_000083,Xiaomi Redmi Note 4G 16GB Blue,Electronics,Smartphones,Xiaomi,33199.84,42.83,18981.83,2,37963.66,0.0,37963.66,Bangalore,Karnataka,Metro,Standard,26-35,COD,6,Standard,False,True,Republic Day Sale,4.5 stars,Delivered,1,2015,1,0.15,False,4.1
TXN_2015_00000069,2015-01-13,CUST_2015_00003534,PROD_001949,Noise Watch Premium,Electronics,Smart Watch,Noise,46680.9,0.0,46680.9,1,46680.9,0.0,46680.9,Kolkata,West Bengal,Metro,Premium,18-25,COD,3,Standard,False,False,,3.5,Delivered,1,2015,1,0.07,True,4.3
TXN_2015_00000070,2015-01-11,CUST_2015_00006386,PROD_001957,Noise Sports Watch Premium,Electronics,Smart Watch,Noise,37013.54,0.0,37013.54,1,37013.54,,37013.54,Bhubaneswar,Odisha,Tier2,Standard,18-25,COD,3,Standard,False,False,,,Delivered,1,2015,1,0.03,No,4.2
TXN_2015_00000071,2015-01-28,CUST_2015_00003459,PROD_000021,Samsung Galaxy S6 16GB Black,Electronics,Smartphones,Samsung,123614.29,0.0,123614.29,2,247228.58,0.0,247228.58,Hyderabad,Telangana,Metro,Standard,55+,COD,6,Standard,False,False,,3.5/5.0,Cancelled,1,2015,1,0.19,True,4.7
TXN_2015_00000072,2015-01-09,CUST_2015_00007070,PROD_001733,OnePlus Galaxy Tab 4GB RAM Silver,Electronics,Tablets,OnePlus,46234.09,0.0,46234.09,2,92468.18,,92468.18,Mumbai,Maharashtra,Metro,Standard,26-35,COD,6,Standard,FALSE,False,,,Delivered,1,2015,1,0.53,False,4.3
TXN_2015_00000073,15-01-2015,CUST_2015_00000632,PROD_000093,Motorola Moto X Play 16GB Black,Electronics,Smartphones,Motorola,9753.11,25.56,7259.8,1,7259.8,0.0,7259.8,Mumbai,Maharashtra,Metro,Budget,26-35,COD,5,Standard,False,False,,4.5,Delivered,1,2015,1,0.24,True,4.0
TXN_2015_00000074,2015-01-22,CUST_2015_00005762,PROD_000036,Samsung Galaxy S6 Edge 16GB Gold,Electronics,Smartphones,Samsung,88872.68,18.02,72858.49,2,145716.97,0.0,145716.97,Chennai,Tamil Nadu,Metro,Standard,18-25,Net Banking,3,Standard,False,True,Republic Day Sale,,Delivered,1,2015,1,0.16,False,3.9
TXN_2015_00000075,2015-01-03,CUST_2015_00005085,PROD_001523,HP Inspiron 8GB RAM Silver,Electronics,Laptops,HP,72369.63,0.0,72369.63,2,144739.26,0.0,144739.26,Kolkata,West Bengal,Metro,Standard,18-25,COD,4,Standard,False,FALSE,,5.0,Delivered,1,2015,1,1.79,False,4.0
TXN_2015_00000076,2015-01-07,CUST_2015_00002341,PROD_001603,Acer Gaming 8GB RAM Silver,Electronics,Laptops,Acer,126454.0,16.96,105008.21,1,105008.21,0.0,105008.21,Delhi,Delhi,Metro,Standard,18-25,COD,5,Standard,No,0,,4.0,Delivered,1,2015,1,2.27,True,4.6
TXN_2015_00000077,2015-01-13,CUST_2015_00005251,PROD_000104,Motorola Moto E (2nd Gen) 32GB White,Electronics,Smartphones,Motorola,"Rs 24,762",0.0,24762.02,1,24762.02,0.0,24762.02,Bangalore,Karnataka,Metro,Standard,18-25,COD,5,Standard,0,False,,3.5,Delivered,1,2015,1,0.23,1,3.8
TXN_2015_00000078,2015-01-09,CUST_2015_00001914,PROD_000082,Xiaomi Redmi Note 4G 32GB White,Electronics,Smartphones,Xiaomi,40264.16,17.41,33255.18,1,33255.18,0.0,33255.18,Meerut,Uttar Pradesh,Rural,Budget,26-35,COD,4,Standard,False,False,,,Delivered,1,2015,1,0.22,True,3.4
TXN_2015_00000079,2015-01-18,CUST_2015_00002170,PROD_001603,Acer Gaming 8GB RAM Silver,Electronics,Laptops,Acer,126454.0,0.0,126454.0,1,126454.0,0.0,126454.0,Lucknow,Uttar Pradesh,Tier1,Standard,55+,COD,3,Standard,False,False,,5.0,Delivered,1,2015,1,2.27,True,4.6
TXN_2015_00000080,2015-01-14,CUST_2015_00004123,PROD_000025,Samsung Galaxy S6 32GB White,Electronics,Smartphones,Samsung,78047.8,0.0,78047.8,2,156095.6,0.0,156095.6,Lucknow,Uttar Pradesh,Tier1,Standard,26-35,COD,5,Standard,False,False,,,Delivered,1,2015,1,0.21,True,4.0
TXN_2015_00000081,16-01-2015,CUST_2015_00010104,PROD_001892,Samsung Tracker Premium,Electronics,Smart Watch,Samsung,22683.69,0.0,22683.69,2,45367.38,0.0,45367.38,Coimbatore,Tamil Nadu,Tier2,Standard,36-45,COD,3,Standard,False,False,,5.0,Delivered,1,2015,1,0.06,True,3.5
